"Income","Race","Sex","Birth.Country"
150062,"White","Male","United-States"
169240,"White","Female","United-States"
288273,"White","Male","Mexico"
526968,"White","Female","United-States"
57066,"White","Male","United-States"
323573,"White","Female","United-States"
368825,"White","Male","United-States"
189721,"White","Male","United-States"
164966,"Asian-Pac-Islander","Male","India"
94954,"White","Female","United-States"
202046,"White","Male","United-States"
161538,"White","Female","United-States"
105252,"White","Male","United-States"
200153,"White","Male","United-States"
32185,"White","Male","United-States"
178326,"White","Female","United-States"
255957,"White","Female","United-States"
188693,"White","Male","United-States"
182977,"Black","Female","United-States"
159929,"White","Male","United-States"
123207,"White","Female","United-States"
284317,"White","Female","United-States"
184699,"Black","Female","United-States"
154474,"White","Male","United-States"
318280,"White","Male","United-States"
254907,"White","Female","United-States"
349221,"Black","Female","United-States"
335973,"White","Female","United-States"
126701,"White","Male","United-States"
122159,"White","Female","United-States"
187370,"White","Male","United-States"
194636,"White","Male","United-States"
124793,"White","Male","United-States"
192835,"White","Male","United-States"
290226,"White","Male","United-States"
112840,"White","Male","United-States"
89325,"White","Male","United-States"
33109,"White","Male","United-States"
82465,"White","Male","United-States"
329980,"White","Male","United-States"
148294,"White","Male","United-States"
168212,"White","Male","United-States"
343642,"White","Female","United-States"
115244,"White","Female","United-States"
162572,"White","Male","United-States"
356067,"White","Male","United-States"
271567,"Black","Male","United-States"
180804,"White","Male","United-States"
123011,"White","Male","United-States"
109186,"White","Male","Germany"
220537,"White","Female","United-States"
124827,"White","Male","United-States"
767403,"White","Male","United-States"
118494,"White","Male","United-States"
173208,"White","Male","United-States"
107373,"White","Male","United-States"
26973,"White","Female","United-States"
191965,"White","Female","United-States"
122346,"White","Male","United-States"
117201,"White","Male","United-States"
198316,"White","Male","Japan"
123075,"White","Male","United-States"
209370,"White","Female","United-States"
33117,"White","Male","United-States"
129042,"Black","Female","United-States"
169133,"White","Male","Yugoslavia"
201624,"Black","Male",""
368561,"White","Male","United-States"
207848,"White","Female","United-States"
138370,"Asian-Pac-Islander","Male","India"
93106,"White","Female","United-States"
223515,"White","Male","United-States"
389713,"White","Male","United-States"
206365,"Black","Female","United-States"
431192,"White","Male","United-States"
241616,"White","Male","United-States"
150726,"White","Male",""
123785,"White","Male","United-States"
289984,"Black","Female","United-States"
164309,"White","Female","United-States"
137018,"White","Female","United-States"
137994,"Black","Female","United-States"
341204,"White","Female","United-States"
167005,"White","Male","United-States"
34446,"White","Female","United-States"
187160,"White","Male","United-States"
196288,"White","Female","United-States"
217961,"White","Male","United-States"
74631,"White","Female","United-States"
156667,"White","Male","United-States"
125155,"White","Male","United-States"
263925,"White","Male","Canada"
296453,"White","Male","United-States"
44728,"White","Male","United-States"
193026,"White","Male","Iran"
87643,"White","Male","United-States"
106742,"White","Male","United-States"
302122,"White","Female","United-States"
193960,"White","Male","United-States"
185385,"White","Male","United-States"
277647,"White","Male","United-States"
128848,"White","Male","United-States"
377701,"White","Male","Mexico"
157886,"White","Female","United-States"
175958,"White","Male","United-States"
223004,"White","Male","United-States"
199352,"White","Male","United-States"
29984,"White","Male","United-States"
181651,"White","Male","United-States"
117312,"White","Female","United-States"
34029,"White","Female","United-States"
132879,"White","Male","United-States"
215310,"White","Male","United-States"
55863,"White","Female","United-States"
220384,"White","Male","United-States"
36012,"White","Male","United-States"
137645,"Black","Female","United-States"
191342,"Asian-Pac-Islander","Male","Taiwan"
31339,"White","Male","United-States"
227910,"White","Female","United-States"
173728,"White","Female","United-States"
167816,"White","Female","United-States"
81642,"White","Male","United-States"
195258,"White","Male","United-States"
232475,"White","Male","United-States"
241259,"White","Male","United-States"
118161,"White","Male","United-States"
201954,"White","Male","United-States"
150533,"White","Male","United-States"
412296,"White","Male","United-States"
133060,"White","Male","United-States"
120539,"White","Male","United-States"
196025,"Asian-Pac-Islander","Male","China"
107793,"White","Male","United-States"
163870,"White","Male","United-States"
361280,"Asian-Pac-Islander","Male","India"
92178,"White","Male","United-States"
80710,"White","Female","United-States"
260729,"White","Female","United-States"
182254,"White","Female","United-States"
140282,"White","Male","United-States"
149865,"White","Male","United-States"
218184,"White","Male","Mexico"
118619,"Black","Male","United-States"
196791,"White","Female","United-States"
167999,"White","Female","United-States"
51259,"White","Male","United-States"
131088,"White","Male","United-States"
118212,"White","Male","United-States"
293791,"White","Male","United-States"
289430,"White","Male","Mexico"
35378,"White","Female","United-States"
60227,"White","Male","United-States"
168139,"White","Female","United-States"
290763,"White","Female","United-States"
226355,"White","Male",""
51100,"White","Male","United-States"
227644,"White","Male","United-States"
205267,"White","Female","United-States"
288020,"Asian-Pac-Islander","Male","Japan"
140863,"White","Male","United-States"
170915,"White","Female","United-States"
50178,"White","Male","United-States"
112497,"White","Male","United-States"
95244,"Black","Female","United-States"
117606,"White","Female","United-States"
89508,"White","Male","United-States"
124244,"Black","Male","United-States"
154374,"White","Male","United-States"
294936,"White","Male","United-States"
347132,"Black","Female","United-States"
181934,"White","Female","United-States"
316672,"White","Female","Mexico"
189382,"White","Female","United-States"
184018,"White","Male","United-States"
184307,"White","Male","Jamaica"
246212,"White","Male","United-States"
250504,"Black","Male","United-States"
138705,"White","Male","United-States"
328447,"White","Male","Mexico"
194608,"White","Female","United-States"
230891,"White","Male","United-States"
212448,"White","Female","Germany"
214010,"White","Male","United-States"
200235,"White","Male","United-States"
354573,"White","Male","United-States"
205733,"White","Female","United-States"
185041,"White","Male","United-States"
84409,"White","Male","United-States"
293196,"White","Male","United-States"
241626,"White","Male","United-States"
520586,"White","Female","United-States"
35633,"White","Male",""
302847,"White","Male","United-States"
165309,"White","Male","United-States"
117529,"White","Male","Mexico"
106092,"White","Male","United-States"
445824,"White","Female","United-States"
227332,"Asian-Pac-Islander","Male",""
275691,"White","Male","United-States"
193459,"White","Male","United-States"
284329,"White","Male","United-States"
114691,"White","Male","United-States"
96062,"White","Male","United-States"
133963,"White","Female","United-States"
178506,"Black","Female","United-States"
350498,"White","Male","United-States"
131573,"White","Female","United-States"
206291,"White","Male","United-States"
182302,"White","Male","United-States"
241346,"White","Female","United-States"
157043,"Black","Female","United-States"
404616,"White","Male","United-States"
411862,"White","Male","United-States"
183013,"White","Male","United-States"
169982,"White","Male","United-States"
188544,"White","Female","United-States"
356619,"White","Male","United-States"
