Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status
Acadia National Park,Bird,Coraciiformes,Alcedinidae,Ceryle alcyon,"Belted Kingfisher, Eastern Belted Kingfisher",Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,"Eastern Yellow-Billed Cuckoo, Yellow-Billed Cuckoo",Approved,Present,Not Native,Unknown,Vagrant,
Acadia National Park,Bird,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Black-Billed Cuckoo,Approved,Present,Native,Rare,Breeder,Species of Concern
Acadia National Park,Bird,Falconiformes,Falconidae,Falco columbarius,"Eastern Pigeon Hawk, Merlin, Pigeon Hawk",Approved,Present,Native,Common,,Species of Concern
Acadia National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,"American Peregrine Falcon, Duck Hawk, Peregrine Falcon",Approved,Present,Not Native,Uncommon,Breeder,Species of Concern
Acadia National Park,Bird,Falconiformes,Falconidae,Falco rusticolus,"American Gyrfalcon, Gyrfalcon, White Gyrfalcon",Approved,Present,Not Native,Unknown,Vagrant,
Acadia National Park,Bird,Falconiformes,Falconidae,Falco sparverius,"American Kestrel, Eastern Sparrow Hawk, Northern Sparrow Hawk, Sparrow Hawk",Approved,Present,Native,Common,,
Acadia National Park,Bird,Galliformes,Odontophoridae,Colinus virginianus,"Bob-White, Northern Bobwhite",Approved,Not Confirmed,Not Native,,Vagrant,
Acadia National Park,Bird,Galliformes,Phasianidae,Bonasa umbellus,"Canada Ruffed Grouse, Partridge, Ruffed Grouse, Timber Grouse",Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Galliformes,Phasianidae,Falcipennis canadensis,"Canada Grouse, Canada Spruce Grouse, Haith Hen, Heath Hen, Spruce Grouse, Spruce Partridge",Approved,Present,Native,Rare,Breeder,
Acadia National Park,Bird,Galliformes,Phasianidae,Meleagris gallopavo,"Eastern Turkey, Wild Turkey",Approved,Not Confirmed,Not Native,,,
Acadia National Park,Bird,Galliformes,Phasianidae,Perdix perdix,"Common Partridge, European Gray Partridge, European Partridge, Gray Partridge",Approved,Not Present (Historical Report),Not Native,,,
Acadia National Park,Bird,Galliformes,Phasianidae,Phasianus colchicus,"Pheasant, Ring-Necked Pheasant",Approved,Not Confirmed,Not Native,,,
Acadia National Park,Bird,Galliformes,Phasianidae,Tympanuchus cupido cupido,Heath Hen,In Review,Not Present (False Report),,,,
Acadia National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,"Common Loon, Greater Common Loon",Approved,Present,Native,Common,Breeder,Species of Concern
Acadia National Park,Bird,Gaviiformes,Gaviidae,Gavia pacifica,Pacific Loon,Approved,Not Confirmed,Not Native,,Vagrant,
Acadia National Park,Bird,Gaviiformes,Gaviidae,Gavia stellata,Red-Throated Loon,Approved,Not Confirmed,Native,,Resident,
Acadia National Park,Bird,Gruiformes,Gruidae,Grus canadensis,Sandhill Crane,Approved,Not Confirmed,Not Native,,Vagrant,
Acadia National Park,Bird,Gruiformes,Rallidae,Fulica americana,"American Coot, Northern American Coot",Approved,Present,Not Native,Unknown,Vagrant,
Acadia National Park,Bird,Gruiformes,Rallidae,Gallinula chloropus,"Common Gallinule, Common Moorhen, Florida Gallinule",Approved,Present,Native,Occasional,Resident,
Acadia National Park,Bird,Gruiformes,Rallidae,Porphyrula martinica,Purple Gallinule,Approved,Present,Not Native,Unknown,Vagrant,
Acadia National Park,Bird,Gruiformes,Rallidae,Porzana carolina,"Sora Rail, Sora",Approved,Present,Native,Common,,
Acadia National Park,Bird,Gruiformes,Rallidae,Rallus elegans,"King Rail, Northern King Rail",Approved,Not Confirmed,Not Native,,Vagrant,Species of Concern
Acadia National Park,Bird,Gruiformes,Rallidae,Rallus limicola,"Northern Virginia Rail, Virginia Rail",Approved,Present,Native,Rare,Breeder,
Acadia National Park,Bird,Gruiformes,Rallidae,Rallus longirostris,"Clapper Rail, Northern Clapper Rail",Approved,Not Present (Historical Report),Not Native,,Vagrant,Species of Concern
Acadia National Park,Bird,Passeriformes,Alaudidae,Eremophila alpestris,"Horned Lark, Northern Horned Lark",Approved,Present,Native,Uncommon,Migratory,
Acadia National Park,Bird,Passeriformes,Bombycillidae,Bombycilla cedrorum,Cedar Waxwing,Approved,Present,Native,Abundant,Breeder,
Acadia National Park,Bird,Passeriformes,Bombycillidae,Bombycilla garrulus,"Bohemian Waxwing, Greater Waxwing",Approved,Present,Native,Unknown,Resident,
Acadia National Park,Bird,Passeriformes,Calcariidae,Calcarius lapponicus,"Common Lapland Longspur, Lapland Longspur",Approved,Not Confirmed,Native,,,
Acadia National Park,Bird,Passeriformes,Calcariidae,Plectrophenax nivalis,"Eastern Snow Bunting, Snow Bunting, Snowflake",Approved,Present,Native,Common,Resident,
Acadia National Park,Bird,Passeriformes,Cardinalidae,Cardinalis cardinalis,"Eastern Cardinal, Northern Cardinal",Approved,Not Confirmed,Native,,,
Acadia National Park,Bird,Passeriformes,Cardinalidae,Guiraca caerulea,"Blue Grosbeak, Eastern Blue Grosbeak",Approved,Not Confirmed,Not Native,,Vagrant,Species of Concern
Acadia National Park,Bird,Passeriformes,Cardinalidae,Passerina amoena,Lazuli Bunting,Approved,Not Confirmed,Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Cardinalidae,Passerina ciris,Painted Bunting,Approved,Not Confirmed,Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Cardinalidae,Passerina cyanea,Indigo Bunting,Approved,Present,Native,Rare,,
Acadia National Park,Bird,Passeriformes,Cardinalidae,Pheucticus ludovicianus,Rose-Breasted Grosbeak,Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Cardinalidae,Piranga ludoviciana,Western Tanager,Approved,Not Present (False Report),Not Native,,,
Acadia National Park,Bird,Passeriformes,Cardinalidae,Piranga olivacea,Scarlet Tanager,Approved,Present,Native,Rare,Breeder,
Acadia National Park,Bird,Passeriformes,Cardinalidae,Piranga rubra,"Eastern Summer Tanager, Summer Tanager",Approved,Not Confirmed,Not Native,,Vagrant,Species of Concern
Acadia National Park,Bird,Passeriformes,Cardinalidae,Spiza americana,Dickcissel,Approved,Not Confirmed,Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Certhiidae,Certhia americana,"Brown Creeper, Eastern Brown Creeper",Approved,Present,Native,Common,Breeder,Species of Concern
Acadia National Park,Bird,Passeriformes,Corvidae,Corvus brachyrhynchos,"American Crow, Common Crow, Crow, Eastern Crow",Approved,Present,Native,Common,,
Acadia National Park,Bird,Passeriformes,Corvidae,Corvus corax,"Common Raven, Northern Raven, Raven",Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Corvidae,Cyanocitta cristata,"Blue Jay, Northern Blue Jay",Approved,Present,Native,Abundant,Breeder,
Acadia National Park,Bird,Passeriformes,Corvidae,Perisoreus canadensis,"Canada Gray Jay, Canada Jay, Gray Jay",Approved,Present,Native,Rare,Breeder,
Acadia National Park,Bird,Passeriformes,Emberizidae,Ammodramus caudacutus,"Intermediate Sharp-Tailed Sparrow, Saltmarsh Sharp-Tailed Sparrow",Approved,Not Present (False Report),Unknown,,,
Acadia National Park,Bird,Passeriformes,Emberizidae,Ammodramus leconteii,"Le Conte's Sparrow, Leconte's Sparrow",Approved,Not Confirmed,Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Emberizidae,Ammodramus nelsoni,Nelson's Sharp-Tailed Sparrow,Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Emberizidae,Ammodramus savannarum,"Eastern Grasshopper Sparrow, Grasshopper Sparrow",Approved,Not Confirmed,Not Native,,,Species of Concern
Acadia National Park,Bird,Passeriformes,Emberizidae,Calamospiza melanocorys,Lark Bunting,Approved,Not Present (Historical Report),Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Emberizidae,Chondestes grammacus,"Eastern Lark Sparrow, Lark Sparrow",Approved,Not Present (Historical Report),Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Emberizidae,Junco hyemalis,"Dark-Eyed Junco, Northern Slate-Colored Junco, Slate-Colored Junco",Approved,Present,Native,Abundant,Breeder,
Acadia National Park,Bird,Passeriformes,Emberizidae,Melospiza georgiana,"Eastern Swamp Sparrow, Swamp Sparrow",Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,"Lincoln's Sparrow, Northern Lincoln's Sparrow",Approved,Present,Native,Rare,Breeder,Species of Concern
Acadia National Park,Bird,Passeriformes,Emberizidae,Melospiza melodia,"Eastern Song Sparrow, Song Sparrow",Approved,Present,Native,Abundant,Breeder,
Acadia National Park,Bird,Passeriformes,Emberizidae,Passerculus sandwichensis,"Eastern Savannah Sparrow, Savannah Sparrow",Approved,Present,Native,Abundant,Breeder,
Acadia National Park,Bird,Passeriformes,Emberizidae,Passerella iliaca,"Eastern Fox Sparrow, Fox Sparrow",Approved,Not Present (Historical Report),Native,,Migratory,
Acadia National Park,Bird,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,Approved,Not Confirmed,Not Native,,Vagrant,Species of Concern
Acadia National Park,Bird,Passeriformes,Emberizidae,Pipilo erythrophthalmus,"Eastern Towhee, Red-Eyed Towhee, Rufous-Sided Towhee",Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Emberizidae,Pipilo maculatus,Spotted Towhee,Approved,Not Confirmed,Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Emberizidae,Pooecetes gramineus,"Eastern Vesper Sparrow, Vesper Sparrow",Approved,Present,Native,Unknown,Migratory,
Acadia National Park,Bird,Passeriformes,Emberizidae,Spizella arborea,"American Tree Sparrow, Eastern Tree Sparrow, Tree Sparrow",Approved,Present,Native,Common,Resident,
Acadia National Park,Bird,Passeriformes,Emberizidae,Spizella pallida,Clay-Colored Sparrow,Approved,Not Present (Historical Report),Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Emberizidae,Spizella passerina,"Chipping Sparrow, Eastern Chipping Sparrow",Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Emberizidae,Spizella pusilla,"Eastern Field Sparrow, Field Sparrow",Approved,Present,Native,Rare,Breeder,
Acadia National Park,Bird,Passeriformes,Emberizidae,Zonotrichia albicollis,White-Throated Sparrow,Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Emberizidae,Zonotrichia atricapilla,Golden-Crowned Sparrow,Approved,Not Present (False Report),Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Emberizidae,Zonotrichia leucophrys,"Eastern White-Crowned Sparrow, White-Crowned Sparrow",Approved,Not Present (Historical Report),Native,,Migratory,
Acadia National Park,Bird,Passeriformes,Emberizidae,Zonotrichia querula,"Harris' Sparrow, Harris's Sparrow",Approved,Not Confirmed,Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Fringillidae,Carduelis flammea,"Common Redpoll, Greater Redpoll, Mealy Redpoll",Approved,Not Present (Historical Report),Native,,Resident,
Acadia National Park,Bird,Passeriformes,Fringillidae,Carduelis hornemanni,"Coues' Hoary Redpoll, Hoary Redpoll",Approved,Not Confirmed,Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Fringillidae,Carduelis pinus,"Northern Pine Siskin, Pine Siskin",Approved,Present,Native,Abundant,Breeder,
Acadia National Park,Bird,Passeriformes,Fringillidae,Carduelis tristis,"American Goldfinch, Eastern American Goldfinch, Eastern Goldfinch, Goldfinch",Approved,Present,Native,Abundant,Breeder,
Acadia National Park,Bird,Passeriformes,Fringillidae,Carpodacus mexicanus,House Finch,Approved,Present,Not Native,Common,,
Acadia National Park,Bird,Passeriformes,Fringillidae,Carpodacus purpureus,"Eastern Purple Finch, Purple Finch",Approved,Present,Native,Abundant,Breeder,
Acadia National Park,Bird,Passeriformes,Fringillidae,Coccothraustes vespertinus,"Eastern Evening Grosbeak, Evening Grosbeak",Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Abundant,Breeder,Species of Concern
Acadia National Park,Bird,Passeriformes,Fringillidae,Loxia leucoptera,White-Winged Crossbill,Approved,Present,Unknown,Unknown,,
Acadia National Park,Bird,Passeriformes,Fringillidae,Pinicola enucleator,"Canadian Pine Grosbeak, Newfoundland Pine Grosbeak, Pine Grosbeak",Approved,Not Present (Historical Report),Native,,Resident,
Acadia National Park,Bird,Passeriformes,Hirundinidae,Hirundo rustica,Barn Swallow,Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,"Cliff Swallow, Eastern Cliff Swallow, Eave Swallow, Northern Cliff Swallow",Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Hirundinidae,Progne subis,"Northern Purple Martin, Purple Martin",Approved,Present,Native,Unknown,,Species of Concern
Acadia National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,"Bank Swallow, Common Bank Swallow",Approved,Not Confirmed,Native,,,Species of Concern
Acadia National Park,Bird,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,"Northern Rough-Winged Swallow, Rough-Winged Swallow",Approved,Present,Native,Unknown,,
Acadia National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Abundant,Breeder,Species of Concern
Acadia National Park,Bird,Passeriformes,Icteridae,Agelaius phoeniceus,"Eastern Red-Wing, Eastern Red-Winged Blackbird, Red-Winged Blackbird",Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Icteridae,Dolichonyx oryzivorus,Bobolink,Approved,Not Confirmed,Native,,,
Acadia National Park,Bird,Passeriformes,Icteridae,Euphagus carolinus,Rusty Blackbird,Approved,Present,Native,Common,,
Acadia National Park,Bird,Passeriformes,Icteridae,Euphagus cyanocephalus,Brewer's Blackbird,Approved,Not Confirmed,Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Icteridae,Icterus bullockii,Bullock's Oriole,Approved,Not Confirmed,Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Icteridae,Icterus galbula,"Baltimore Oriole, Northern Oriole",Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Icteridae,Icterus spurius,Orchard Oriole,Approved,Not Confirmed,Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Icteridae,Molothrus ater,"Brown-Headed Cowbird, Cowbird, Eastern Cowbird",Approved,Present,Native,Abundant,Breeder,
Acadia National Park,Bird,Passeriformes,Icteridae,Quiscalus quiscula,"Bronzed Grackle, Common Grackle",Approved,Present,Native,Abundant,,
Acadia National Park,Bird,Passeriformes,Icteridae,Sturnella magna,Eastern Meadowlark,Approved,Present,Native,Rare,,
Acadia National Park,Bird,Passeriformes,Icteridae,Xanthocephalus xanthocephalus,Yellow-Headed Blackbird,Approved,Not Confirmed,Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Laniidae,Lanius excubitor,"Great Gray Shrike, Northern Shrike",Approved,Not Confirmed,Native,,Resident,
Acadia National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,"Loggerhead Shrike, Migrant Loggerhead Shrike, Migrant Shrike",Approved,Not Present (Historical Report),Not Native,,Vagrant,Species of Concern
Acadia National Park,Bird,Passeriformes,Mimidae,Dumetella carolinensis,"Catbird, Gray Catbird",Approved,Present,Native,Abundant,Breeder,
Acadia National Park,Bird,Passeriformes,Mimidae,Mimus polyglottos,"Eastern Mockingbird, Mockingbird, Northern Mockingbird",Approved,Not Present (Historical Report),Not Native,,,
Acadia National Park,Bird,Passeriformes,Mimidae,Toxostoma rufum,"Brown Thrasher, Eastern Brown Thrasher",Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Motacillidae,Anthus rubescens,"American Pipit, American Water Pipit, Water Pipit",Approved,Present,Native,Common,Migratory,
Acadia National Park,Bird,Passeriformes,Muscicapidae,Oenanthe oenanthe,"Greenland Wheatear, Northern Wheatear",Approved,Not Present (Historical Report),Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Paridae,Baeolophus bicolor,Tufted Titmouse,Approved,Not Confirmed,Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Paridae,Poecile atricapillus,Black-Capped Chickadee,Approved,Present,Native,Abundant,Breeder,
Acadia National Park,Bird,Passeriformes,Paridae,Poecile hudsonicus,Acadian Boreal Chickadee,Approved,Present,Native,Uncommon,Breeder,
Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica caerulescens,"Black-Throated Blue Warbler, Northern Black-Throated Blue Warbler",Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica castanea,Bay-Breasted Warbler,Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica cerulea,Cerulean Warbler,Approved,Not Present (Historical Report),Not Native,,Vagrant,
Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica coronata,"Butter Butt, Eastern Myrtle Warbler, Myrtle Warbler, Yellow-Rumped Warbler",Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica discolor,"Northern Prairie Warbler, Prairie Warbler",Approved,Present,Unknown,Unknown,,
Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica dominica,Yellow-Throated Warbler,Approved,Present,Not Native,Unknown,Vagrant,
Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica fusca,Blackburnian Warbler,Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica magnolia,Magnolia Warbler,Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica palmarum,"Palm Warbler, Yellow Palm Warbler",Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica pensylvanica,Chestnut-Sided Warbler,Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica petechia,"Eastern Yellow Warbler, Yellow Warbler",Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica pinus,"Northern Pine Warbler, Pine Warbler",Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica striata,"Blackpoll Warbler, Black-Poll Warbler",Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica tigrina,Cape May Warbler,Approved,Present,Native,Common,Breeder,
Acadia National Park,Bird,Passeriformes,Parulidae,Dendroica townsendi,Townsend's Warbler,Approved,Present,Not Native,Rare,Vagrant,
